,State,District,CrimeCount
827,West Bengal,Purab Medinipur,20228.0
828,West Bengal,Purulia,6564.0
829,West Bengal,Sealdah GRP,2315.0
830,West Bengal,Siliguri GRP,505.0
831,West Bengal,Siliguri PC,15226.0
832,West Bengal,Uttar Dinajpur,15258.0
833,West Bengal,Baruipur Police,32521.0
834,West Bengal,Chandannagar PC,8109.0
835,West Bengal,Diamond Harbour Police,15762.0
836,West Bengal,Kalimpong,1247.0
837,West Bengal,Purba Bardhaman,17574.0
838,West Bengal,Sundarban Police,12665.0
839,West Bengal,Barasat,32983.0
840,West Bengal,Basirhat,13993.0
841,A&N Islands,South Andaman,1768.0
842,A&N Islands,North & Middle Andaman,480.0
843,A&N Islands,Nicobar,98.0
844,Chandigarh,Chandigarh,10605.0
845,D&N Haveli,D&N Haveli,926.0
846,Daman & Diu,Daman,1010.0
847,Daman & Diu,Diu,262.0
848,Delhi UT,Central,50649.0
849,Delhi UT,East,86784.0
850,Delhi UT,EOW,1156.0
851,Delhi UT,IGI Airport,2947.0
852,Delhi UT,Metro,27391.0
853,Delhi UT,New Delhi,14243.0
854,Delhi UT,North,62656.0
855,Delhi UT,North-East,89639.0
856,Delhi UT,North-West,97674.0
857,Delhi UT,Outer,88684.0
858,Delhi UT,RAILWAY,22055.0
859,Delhi UT,South,91837.0
860,Delhi UT,South-East,92342.0
861,Delhi UT,South-West,61394.0
862,Delhi UT,Spl Cell,441.0
863,Delhi UT,SPUWAC,168.0
864,Delhi UT,Vigilance,0.0
865,Delhi UT,West,90099.0
866,Delhi UT,Rohini,88825.0
867,Delhi UT,Shahdara,71033.0
868,Delhi UT,Dwarka,95793.0
869,Delhi UT,Outer North,44947.0
870,Lakshadweep,Lakshadweep,439.0
871,Puducherry,Karaikal,0.0
872,Puducherry,Puducherry,12836.0
